total_cup_points,country_of_origin,altitude_mean_meters,latitude,longitude,country_cup_points_avg,avg_altitude_per_country,quality_category,country_entry_counts
82.83,Colombia,1600.0,4.0,-72.0,83.23040268456376,1570.4429530201342,Medium Quality,149
82.83,United States,1200.0,38.0,-97.0,84.433,1866.8880000000001,Medium Quality,10
82.83,Guatemala,1500.0,15.5,-90.25,82.02422077922077,1440.7324207792208,Medium Quality,154
82.83,Colombia,1800.0,4.0,-72.0,83.23040268456376,1570.4429530201342,Medium Quality,149
82.83,Colombia,1775.0,4.0,-72.0,83.23040268456376,1570.4429530201342,Medium Quality,149
82.83,"Tanzania, United Republic of",1400.0,-6.0,35.0,82.30945945945946,1562.7297297297298,Medium Quality,37
82.83,Mexico,1550.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
82.83,Mexico,1250.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
82.83,Guatemala,1310.64,15.5,-90.25,82.02422077922077,1440.7324207792208,Medium Quality,154
82.83,Mexico,1380.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
82.83,El Salvador,1200.0,13.83,-88.92,83.11526315789474,1333.157894736842,Medium Quality,19
82.75,Guatemala,1100.0,15.5,-90.25,82.02422077922077,1440.7324207792208,Medium Quality,154
82.75,Guatemala,1800.0,15.5,-90.25,82.02422077922077,1440.7324207792208,Medium Quality,154
82.75,Guatemala,1700.0,15.5,-90.25,82.02422077922077,1440.7324207792208,Medium Quality,154
82.75,Guatemala,1219.2,15.5,-90.25,82.02422077922077,1440.7324207792208,Medium Quality,154
82.75,Guatemala,1219.2,15.5,-90.25,82.02422077922077,1440.7324207792208,Medium Quality,154
82.75,Indonesia,1500.0,-5.0,120.0,82.90235294117646,1363.235294117647,Medium Quality,17
82.75,Guatemala,157.8864,15.5,-90.25,82.02422077922077,1440.7324207792208,Medium Quality,154
82.75,Taiwan,650.0,23.5,121.0,81.94771428571428,729.2714285714286,Medium Quality,70
82.75,El Salvador,1250.0,13.83,-88.92,83.11526315789474,1333.157894736842,Medium Quality,19
82.75,Costa Rica,1850.0,10.0,-84.0,82.8004347826087,1380.1347826086956,Medium Quality,46
82.75,Honduras,1400.0,15.0,-86.5,80.8322,1425.92,Medium Quality,50
82.75,Brazil,905.0,-10.0,-55.0,82.71144230769231,920.7788461538462,Medium Quality,104
82.75,China,1100.0,35.0,105.0,82.9275,1463.125,Medium Quality,16
82.75,China,1500.0,35.0,105.0,82.9275,1463.125,Medium Quality,16
82.75,Colombia,1775.0,4.0,-72.0,83.23040268456376,1570.4429530201342,Medium Quality,149
82.75,Malawi,1442.0,-13.5,34.0,81.71181818181819,1403.5454545454545,Medium Quality,11
82.75,Guatemala,1524.0,15.5,-90.25,82.02422077922077,1440.7324207792208,Medium Quality,154
82.75,Colombia,165.0,4.0,-72.0,83.23040268456376,1570.4429530201342,Medium Quality,149
82.75,Colombia,1300.0,4.0,-72.0,83.23040268456376,1570.4429530201342,Medium Quality,149
82.75,Mexico,1550.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
82.75,Mexico,1200.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
82.75,Mexico,1200.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
82.75,Colombia,1625.0,4.0,-72.0,83.23040268456376,1570.4429530201342,Medium Quality,149
82.75,Colombia,1775.0,4.0,-72.0,83.23040268456376,1570.4429530201342,Medium Quality,149
82.75,Panama,1100.0,9.0,-80.0,83.7075,1515.0,Medium Quality,4
82.67,Brazil,890.0,-10.0,-55.0,82.71144230769231,920.7788461538462,Medium Quality,104
82.67,Brazil,934.0,-10.0,-55.0,82.71144230769231,920.7788461538462,Medium Quality,104
82.67,Lao People's Democratic Republic,1300.0,18.0,105.0,81.83333333333333,1283.3333333333333,Medium Quality,3
82.67,El Salvador,1200.0,13.83,-88.92,83.11526315789474,1333.157894736842,Medium Quality,19
82.67,Mexico,1300.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
82.67,Brazil,1.0,-10.0,-55.0,82.71144230769231,920.7788461538462,Medium Quality,104
82.67,"Tanzania, United Republic of",1700.0,-6.0,35.0,82.30945945945946,1562.7297297297298,Medium Quality,37
82.67,"Tanzania, United Republic of",1550.0,-6.0,35.0,82.30945945945946,1562.7297297297298,Medium Quality,37
82.67,Taiwan,1200.0,23.5,121.0,81.94771428571428,729.2714285714286,Medium Quality,70
82.67,Mexico,1296.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
82.67,Uganda,1650.0,1.0,32.0,83.38294117647058,1590.8235294117646,Medium Quality,34
82.67,Taiwan,1240.0,23.5,121.0,81.94771428571428,729.2714285714286,Medium Quality,70
82.67,Thailand,1500.0,15.0,100.0,82.42999999999999,1094.99208,Medium Quality,20
82.67,Colombia,1800.0,4.0,-72.0,83.23040268456376,1570.4429530201342,Medium Quality,149
82.67,Guatemala,1500.0,15.5,-90.25,82.02422077922077,1440.7324207792208,Medium Quality,154
82.67,Mexico,1100.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
82.67,Mexico,950.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
82.67,Mexico,1400.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
82.67,Colombia,1800.0,4.0,-72.0,83.23040268456376,1570.4429530201342,Medium Quality,149
82.58,Guatemala,1219.2,15.5,-90.25,82.02422077922077,1440.7324207792208,Medium Quality,154
82.58,Taiwan,1050.0,23.5,121.0,81.94771428571428,729.2714285714286,Medium Quality,70
82.58,Taiwan,200.0,23.5,121.0,81.94771428571428,729.2714285714286,Medium Quality,70
82.58,Indonesia,1250.0,-5.0,120.0,82.90235294117646,1363.235294117647,Medium Quality,17
82.58,Thailand,800.0,15.0,100.0,82.42999999999999,1094.99208,Medium Quality,20
82.58,Thailand,1450.0,15.0,100.0,82.42999999999999,1094.99208,Medium Quality,20
82.58,"Tanzania, United Republic of",1317.0,-6.0,35.0,82.30945945945946,1562.7297297297298,Medium Quality,37
82.58,Uganda,1650.0,1.0,32.0,83.38294117647058,1590.8235294117646,Medium Quality,34
82.58,Costa Rica,1300.0,10.0,-84.0,82.8004347826087,1380.1347826086956,Medium Quality,46
82.58,Colombia,1750.0,4.0,-72.0,83.23040268456376,1570.4429530201342,Medium Quality,149
82.58,Colombia,1750.0,4.0,-72.0,83.23040268456376,1570.4429530201342,Medium Quality,149
82.58,Colombia,1750.0,4.0,-72.0,83.23040268456376,1570.4429530201342,Medium Quality,149
82.58,Mexico,1250.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
82.58,Mexico,1150.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
82.58,Colombia,1775.0,4.0,-72.0,83.23040268456376,1570.4429530201342,Medium Quality,149
82.58,Brazil,975.0,-10.0,-55.0,82.71144230769231,920.7788461538462,Medium Quality,104
82.5,Brazil,890.0,-10.0,-55.0,82.71144230769231,920.7788461538462,Medium Quality,104
82.5,Indonesia,1250.0,-5.0,120.0,82.90235294117646,1363.235294117647,Medium Quality,17
82.5,Honduras,1400.0,15.0,-86.5,80.8322,1425.92,Medium Quality,50
82.5,Guatemala,1219.2,15.5,-90.25,82.02422077922077,1440.7324207792208,Medium Quality,154
82.5,Thailand,800.0,15.0,100.0,82.42999999999999,1094.99208,Medium Quality,20
82.5,Thailand,1450.0,15.0,100.0,82.42999999999999,1094.99208,Medium Quality,20
82.5,"Tanzania, United Republic of",1600.0,-6.0,35.0,82.30945945945946,1562.7297297297298,Medium Quality,37
82.5,Mexico,1600.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
82.5,Brazil,1260.0,-10.0,-55.0,82.71144230769231,920.7788461538462,Medium Quality,104
82.5,Guatemala,1310.64,15.5,-90.25,82.02422077922077,1440.7324207792208,Medium Quality,154
82.5,Colombia,1750.0,4.0,-72.0,83.23040268456376,1570.4429530201342,Medium Quality,149
82.5,Guatemala,1310.64,15.5,-90.25,82.02422077922077,1440.7324207792208,Medium Quality,154
82.5,Mexico,1679.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
82.5,Mexico,1100.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
82.5,Mexico,1650.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
82.5,Brazil,1250.0,-10.0,-55.0,82.71144230769231,920.7788461538462,Medium Quality,104
82.5,Colombia,1775.0,4.0,-72.0,83.23040268456376,1570.4429530201342,Medium Quality,149
82.5,Guatemala,1600.0,15.5,-90.25,82.02422077922077,1440.7324207792208,Medium Quality,154
82.42,Honduras,1500.0,15.0,-86.5,80.8322,1425.92,Medium Quality,50
82.42,Guatemala,1700.0,15.5,-90.25,82.02422077922077,1440.7324207792208,Medium Quality,154
82.42,Guatemala,1700.0,15.5,-90.25,82.02422077922077,1440.7324207792208,Medium Quality,154
82.42,Guatemala,157.8864,15.5,-90.25,82.02422077922077,1440.7324207792208,Medium Quality,154
82.42,Colombia,1600.0,4.0,-72.0,83.23040268456376,1570.4429530201342,Medium Quality,149
82.42,China,1600.0,35.0,105.0,82.9275,1463.125,Medium Quality,16
82.42,"Tanzania, United Republic of",2285.0,-6.0,35.0,82.30945945945946,1562.7297297297298,Medium Quality,37
82.42,Brazil,1.0,-10.0,-55.0,82.71144230769231,920.7788461538462,Medium Quality,104
82.42,Guatemala,1400.0,15.5,-90.25,82.02422077922077,1440.7324207792208,Medium Quality,154
82.42,Mexico,1296.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
82.42,Brazil,1000.0,-10.0,-55.0,82.71144230769231,920.7788461538462,Medium Quality,104
82.42,Brazil,1260.0,-10.0,-55.0,82.71144230769231,920.7788461538462,Medium Quality,104
82.42,Mexico,1170.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
82.42,Colombia,1775.0,4.0,-72.0,83.23040268456376,1570.4429530201342,Medium Quality,149
82.42,Mexico,1560.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
82.42,Mexico,1400.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
82.42,Mexico,1300.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
82.42,Mexico,1170.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
82.42,Mexico,1300.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
82.42,Mexico,1350.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
82.42,Mexico,1150.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
82.42,Mexico,1250.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
82.42,Mexico,1450.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
82.42,Colombia,442.0,4.0,-72.0,83.23040268456376,1570.4429530201342,Medium Quality,149
82.42,Colombia,1750.0,4.0,-72.0,83.23040268456376,1570.4429530201342,Medium Quality,149
82.42,Colombia,1750.0,4.0,-72.0,83.23040268456376,1570.4429530201342,Medium Quality,149
82.33,Honduras,1396.0,15.0,-86.5,80.8322,1425.92,Medium Quality,50
82.33,Brazil,982.0,-10.0,-55.0,82.71144230769231,920.7788461538462,Medium Quality,104
82.33,Brazil,934.0,-10.0,-55.0,82.71144230769231,920.7788461538462,Medium Quality,104
82.33,Costa Rica,1850.0,10.0,-84.0,82.8004347826087,1380.1347826086956,Medium Quality,46
82.33,Costa Rica,1550.0,10.0,-84.0,82.8004347826087,1380.1347826086956,Medium Quality,46
82.33,China,1580.0,35.0,105.0,82.9275,1463.125,Medium Quality,16
82.33,Brazil,1268.0,-10.0,-55.0,82.71144230769231,920.7788461538462,Medium Quality,104
82.33,Guatemala,1676.4,15.5,-90.25,82.02422077922077,1440.7324207792208,Medium Quality,154
82.33,Malawi,1450.0,-13.5,34.0,81.71181818181819,1403.5454545454545,Medium Quality,11
82.33,Brazil,1100.0,-10.0,-55.0,82.71144230769231,920.7788461538462,Medium Quality,104
82.33,Guatemala,1524.0,15.5,-90.25,82.02422077922077,1440.7324207792208,Medium Quality,154
82.33,Colombia,1300.0,4.0,-72.0,83.23040268456376,1570.4429530201342,Medium Quality,149
82.33,Taiwan,200.0,23.5,121.0,81.94771428571428,729.2714285714286,Medium Quality,70
82.33,Taiwan,600.0,23.5,121.0,81.94771428571428,729.2714285714286,Medium Quality,70
82.33,Guatemala,1310.64,15.5,-90.25,82.02422077922077,1440.7324207792208,Medium Quality,154
82.33,Colombia,1750.0,4.0,-72.0,83.23040268456376,1570.4429530201342,Medium Quality,149
82.33,Mexico,1300.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
82.33,Guatemala,1752.6,15.5,-90.25,82.02422077922077,1440.7324207792208,Medium Quality,154
82.33,Mexico,441.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
82.33,Mexico,1170.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
82.33,Guatemala,1310.64,15.5,-90.25,82.02422077922077,1440.7324207792208,Medium Quality,154
82.33,Brazil,1100.0,-10.0,-55.0,82.71144230769231,920.7788461538462,Medium Quality,104
82.33,Mexico,1300.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
82.33,Brazil,950.0,-10.0,-55.0,82.71144230769231,920.7788461538462,Medium Quality,104
82.33,Colombia,442.0,4.0,-72.0,83.23040268456376,1570.4429530201342,Medium Quality,149
82.25,Brazil,1100.0,-10.0,-55.0,82.71144230769231,920.7788461538462,Medium Quality,104
82.25,Guatemala,1450.0,15.5,-90.25,82.02422077922077,1440.7324207792208,Medium Quality,154
82.25,Brazil,1.0,-10.0,-55.0,82.71144230769231,920.7788461538462,Medium Quality,104
82.25,El Salvador,1500.0,13.83,-88.92,83.11526315789474,1333.157894736842,Medium Quality,19
82.25,Honduras,1350.0,15.0,-86.5,80.8322,1425.92,Medium Quality,50
82.25,Malawi,1180.0,-13.5,34.0,81.71181818181819,1403.5454545454545,Medium Quality,11
82.25,Brazil,1100.0,-10.0,-55.0,82.71144230769231,920.7788461538462,Medium Quality,104
82.25,Taiwan,650.0,23.5,121.0,81.94771428571428,729.2714285714286,Medium Quality,70
82.25,Mexico,1338.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
82.25,Mexico,533.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
82.25,Guatemala,1390.8024,15.5,-90.25,82.02422077922077,1440.7324207792208,Medium Quality,154
82.25,Mexico,1170.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
82.25,Mexico,1250.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
82.25,Mexico,1100.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
82.25,Mexico,900.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
82.25,Colombia,1750.0,4.0,-72.0,83.23040268456376,1570.4429530201342,Medium Quality,149
82.25,Colombia,1775.0,4.0,-72.0,83.23040268456376,1570.4429530201342,Medium Quality,149
82.17,Brazil,934.0,-10.0,-55.0,82.71144230769231,920.7788461538462,Medium Quality,104
82.17,Honduras,1500.0,15.0,-86.5,80.8322,1425.92,Medium Quality,50
82.17,Nicaragua,1000.0,13.0,-85.0,80.01,1091.9117647058824,Medium Quality,17
82.17,"Tanzania, United Republic of",1650.0,-6.0,35.0,82.30945945945946,1562.7297297297298,Medium Quality,37
82.17,"Tanzania, United Republic of",1600.0,-6.0,35.0,82.30945945945946,1562.7297297297298,Medium Quality,37
82.17,Brazil,1.0,-10.0,-55.0,82.71144230769231,920.7788461538462,Medium Quality,104
82.17,Thailand,800.0,15.0,100.0,82.42999999999999,1094.99208,Medium Quality,20
82.17,Honduras,1350.0,15.0,-86.5,80.8322,1425.92,Medium Quality,50
82.17,Guatemala,1500.0,15.5,-90.25,82.02422077922077,1440.7324207792208,Medium Quality,154
82.17,"Tanzania, United Republic of",1700.0,-6.0,35.0,82.30945945945946,1562.7297297297298,Medium Quality,37
82.17,Mexico,1100.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
82.17,Mexico,1400.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
82.17,Taiwan,1200.0,23.5,121.0,81.94771428571428,729.2714285714286,Medium Quality,70
82.17,Taiwan,800.0,23.5,121.0,81.94771428571428,729.2714285714286,Medium Quality,70
82.17,Colombia,1750.0,4.0,-72.0,83.23040268456376,1570.4429530201342,Medium Quality,149
82.17,Mexico,1144.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
82.17,Guatemala,1350.0,15.5,-90.25,82.02422077922077,1440.7324207792208,Medium Quality,154
82.17,Mexico,1000.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
82.17,Mexico,1200.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
82.17,Colombia,1800.0,4.0,-72.0,83.23040268456376,1570.4429530201342,Medium Quality,149
82.08,Indonesia,1300.0,-5.0,120.0,82.90235294117646,1363.235294117647,Medium Quality,17
82.08,Brazil,894.0,-10.0,-55.0,82.71144230769231,920.7788461538462,Medium Quality,104
82.08,Brazil,1.0,-10.0,-55.0,82.71144230769231,920.7788461538462,Medium Quality,104
82.08,Costa Rica,1300.0,10.0,-84.0,82.8004347826087,1380.1347826086956,Medium Quality,46
82.08,"Tanzania, United Republic of",1500.0,-6.0,35.0,82.30945945945946,1562.7297297297298,Medium Quality,37
82.08,"Tanzania, United Republic of",1600.0,-6.0,35.0,82.30945945945946,1562.7297297297298,Medium Quality,37
82.08,Costa Rica,13.0,10.0,-84.0,82.8004347826087,1380.1347826086956,Medium Quality,46
82.08,Mexico,1300.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
82.08,Mexico,1800.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
82.08,Mexico,1250.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
82.08,Vietnam,1040.0,16.0,106.0,82.27428571428571,1258.5714285714287,Medium Quality,7
82.08,Mexico,1250.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
82.08,Colombia,1600.0,4.0,-72.0,83.23040268456376,1570.4429530201342,Medium Quality,149
82.0,Honduras,1600.0,15.0,-86.5,80.8322,1425.92,Medium Quality,50
82.0,Honduras,1600.0,15.0,-86.5,80.8322,1425.92,Medium Quality,50
82.0,Brazil,944.0,-10.0,-55.0,82.71144230769231,920.7788461538462,Medium Quality,104
82.0,"Tanzania, United Republic of",1650.0,-6.0,35.0,82.30945945945946,1562.7297297297298,Medium Quality,37
82.0,Lao People's Democratic Republic,1250.0,18.0,105.0,81.83333333333333,1283.3333333333333,Medium Quality,3
82.0,"Tanzania, United Republic of",1350.0,-6.0,35.0,82.30945945945946,1562.7297297297298,Medium Quality,37
82.0,Malawi,2500.0,-13.5,34.0,81.71181818181819,1403.5454545454545,Medium Quality,11
82.0,Taiwan,600.0,23.5,121.0,81.94771428571428,729.2714285714286,Medium Quality,70
82.0,Thailand,800.0,15.0,100.0,82.42999999999999,1094.99208,Medium Quality,20
82.0,Costa Rica,1300.0,10.0,-84.0,82.8004347826087,1380.1347826086956,Medium Quality,46
82.0,Honduras,1400.0,15.0,-86.5,80.8322,1425.92,Medium Quality,50
82.0,Colombia,1900.0,4.0,-72.0,83.23040268456376,1570.4429530201342,Medium Quality,149
82.0,Taiwan,650.0,23.5,121.0,81.94771428571428,729.2714285714286,Medium Quality,70
82.0,Brazil,1038.5,-10.0,-55.0,82.71144230769231,920.7788461538462,Medium Quality,104
82.0,Mexico,940.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
82.0,Brazil,1000.0,-10.0,-55.0,82.71144230769231,920.7788461538462,Medium Quality,104
82.0,Brazil,1050.0,-10.0,-55.0,82.71144230769231,920.7788461538462,Medium Quality,104
82.0,Brazil,950.0,-10.0,-55.0,82.71144230769231,920.7788461538462,Medium Quality,104
82.0,Guatemala,1402.08,15.5,-90.25,82.02422077922077,1440.7324207792208,Medium Quality,154
82.0,Colombia,1775.0,4.0,-72.0,83.23040268456376,1570.4429530201342,Medium Quality,149
81.92,Guatemala,1901.0,15.5,-90.25,82.02422077922077,1440.7324207792208,Medium Quality,154
81.92,Guatemala,1219.2,15.5,-90.25,82.02422077922077,1440.7324207792208,Medium Quality,154
81.92,Honduras,1400.0,15.0,-86.5,80.8322,1425.92,Medium Quality,50
81.92,Brazil,1020.0,-10.0,-55.0,82.71144230769231,920.7788461538462,Medium Quality,104
81.92,El Salvador,1250.0,13.83,-88.92,83.11526315789474,1333.157894736842,Medium Quality,19
81.92,Guatemala,1550.0,15.5,-90.25,82.02422077922077,1440.7324207792208,Medium Quality,154
81.92,"Tanzania, United Republic of",1877.0,-6.0,35.0,82.30945945945946,1562.7297297297298,Medium Quality,37
81.92,Zambia,1250.0,-15.0,30.0,81.92,1250.0,Medium Quality,1
81.92,Taiwan,1000.0,23.5,121.0,81.94771428571428,729.2714285714286,Medium Quality,70
81.92,Mexico,1300.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
81.92,Mexico,981.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
81.92,Mexico,690.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
81.92,Mexico,1650.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
81.92,Mexico,1000.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
81.92,Brazil,1100.0,-10.0,-55.0,82.71144230769231,920.7788461538462,Medium Quality,104
81.92,Colombia,1600.0,4.0,-72.0,83.23040268456376,1570.4429530201342,Medium Quality,149
81.83,Guatemala,157.8864,15.5,-90.25,82.02422077922077,1440.7324207792208,Medium Quality,154
81.83,Costa Rica,1900.0,10.0,-84.0,82.8004347826087,1380.1347826086956,Medium Quality,46
81.83,Brazil,973.0,-10.0,-55.0,82.71144230769231,920.7788461538462,Medium Quality,104
81.83,Indonesia,1250.0,-5.0,120.0,82.90235294117646,1363.235294117647,Medium Quality,17
81.83,Guatemala,3280.0,15.5,-90.25,82.02422077922077,1440.7324207792208,Medium Quality,154
81.83,Brazil,1.0,-10.0,-55.0,82.71144230769231,920.7788461538462,Medium Quality,104
81.83,Brazil,1.0,-10.0,-55.0,82.71144230769231,920.7788461538462,Medium Quality,104
81.83,Mexico,1425.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
81.83,Honduras,1400.0,15.0,-86.5,80.8322,1425.92,Medium Quality,50
81.83,Costa Rica,1300.0,10.0,-84.0,82.8004347826087,1380.1347826086956,Medium Quality,46
81.83,Taiwan,700.0,23.5,121.0,81.94771428571428,729.2714285714286,Medium Quality,70
81.83,Indonesia,1300.0,-5.0,120.0,82.90235294117646,1363.235294117647,Medium Quality,17
81.83,Malawi,1556.0,-13.5,34.0,81.71181818181819,1403.5454545454545,Medium Quality,11
81.83,Brazil,1100.0,-10.0,-55.0,82.71144230769231,920.7788461538462,Medium Quality,104
81.83,Honduras,1350.0,15.0,-86.5,80.8322,1425.92,Medium Quality,50
81.83,Mexico,1550.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
81.83,Colombia,1775.0,4.0,-72.0,83.23040268456376,1570.4429530201342,Medium Quality,149
81.83,Brazil,1250.0,-10.0,-55.0,82.71144230769231,920.7788461538462,Medium Quality,104
81.83,Guatemala,1310.64,15.5,-90.25,82.02422077922077,1440.7324207792208,Medium Quality,154
81.83,Mexico,1500.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
81.83,Mexico,1250.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
81.83,Brazil,925.0,-10.0,-55.0,82.71144230769231,920.7788461538462,Medium Quality,104
81.83,Colombia,1700.0,4.0,-72.0,83.23040268456376,1570.4429530201342,Medium Quality,149
81.75,Guatemala,1700.0,15.5,-90.25,82.02422077922077,1440.7324207792208,Medium Quality,154
81.75,Vietnam,1040.0,16.0,106.0,82.27428571428571,1258.5714285714287,Medium Quality,7
81.75,"Tanzania, United Republic of",1600.0,-6.0,35.0,82.30945945945946,1562.7297297297298,Medium Quality,37
81.75,Mexico,774.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
81.75,Mexico,1250.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
81.75,Mexico,1100.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
81.75,Mexico,1550.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
81.75,Mexico,1650.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
81.75,Colombia,1750.0,4.0,-72.0,83.23040268456376,1570.4429530201342,Medium Quality,149
81.75,Colombia,1775.0,4.0,-72.0,83.23040268456376,1570.4429530201342,Medium Quality,149
81.67,Brazil,890.0,-10.0,-55.0,82.71144230769231,920.7788461538462,Medium Quality,104
81.67,Guatemala,1700.0,15.5,-90.25,82.02422077922077,1440.7324207792208,Medium Quality,154
81.67,Guatemala,1219.2,15.5,-90.25,82.02422077922077,1440.7324207792208,Medium Quality,154
81.67,Honduras,1450.0,15.0,-86.5,80.8322,1425.92,Medium Quality,50
81.67,"Tanzania, United Republic of",1800.0,-6.0,35.0,82.30945945945946,1562.7297297297298,Medium Quality,37
81.67,Brazil,1.0,-10.0,-55.0,82.71144230769231,920.7788461538462,Medium Quality,104
81.67,"Tanzania, United Republic of",1500.0,-6.0,35.0,82.30945945945946,1562.7297297297298,Medium Quality,37
81.67,"Tanzania, United Republic of",1700.0,-6.0,35.0,82.30945945945946,1562.7297297297298,Medium Quality,37
81.67,Brazil,1260.0,-10.0,-55.0,82.71144230769231,920.7788461538462,Medium Quality,104
81.67,Honduras,1400.0,15.0,-86.5,80.8322,1425.92,Medium Quality,50
81.67,Costa Rica,1850.0,10.0,-84.0,82.8004347826087,1380.1347826086956,Medium Quality,46
81.67,Taiwan,150.0,23.5,121.0,81.94771428571428,729.2714285714286,Medium Quality,70
81.67,Taiwan,750.0,23.5,121.0,81.94771428571428,729.2714285714286,Medium Quality,70
81.67,Mexico,1400.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
81.67,Guatemala,1752.6,15.5,-90.25,82.02422077922077,1440.7324207792208,Medium Quality,154
81.67,Mexico,1650.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
81.67,Mexico,1400.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
81.67,Mexico,1200.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
81.67,Mexico,1400.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
81.67,Mexico,940.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
81.58,Honduras,1200.0,15.0,-86.5,80.8322,1425.92,Medium Quality,50
81.58,Taiwan,800.0,23.5,121.0,81.94771428571428,729.2714285714286,Medium Quality,70
81.58,Costa Rica,13.0,10.0,-84.0,82.8004347826087,1380.1347826086956,Medium Quality,46
81.58,"Tanzania, United Republic of",1800.0,-6.0,35.0,82.30945945945946,1562.7297297297298,Medium Quality,37
81.58,Malawi,1100.0,-13.5,34.0,81.71181818181819,1403.5454545454545,Medium Quality,11
81.58,Taiwan,850.0,23.5,121.0,81.94771428571428,729.2714285714286,Medium Quality,70
